SUM_NUM,Offset_sp,Exponent_sp,Error_sp,R^2_sp
442,6.29725254371233,1.4524593806409858,0.0836345884120967,0.9830583256431612
454,6.784094439868864,1.3979726477067993,0.0814681190705598,0.973280731907168
346,6.79402001666273,1.4001499073910977,0.0630269002881629,0.9813941347797186
905,6.915108532001725,1.3416603401147391,0.0465086087656542,0.9896812071893346
744,6.342185846640576,1.2758914551122331,0.0735929192951643,0.9728939101295448
752,6.497020896048157,1.452704732022708,0.0804577677300932,0.986065609156016
913,6.59384204730776,1.2548497117855266,0.0382490914469817,0.987326177113964
388,6.836478429251891,1.999151966753076,0.1189023117894294,0.9814160849720358
350,6.4356017227878874,1.628846732086279,0.1154924625788767,0.9751361319121374
760,6.686556981944055,1.281626497979599,0.071786079948494,0.9781104470979632
882,6.659263179740905,1.3799180990610922,0.0664710008149856,0.986673018355236
1027,5.47270079612412,1.229682590516218,0.0369972542505223,0.99572006314357
1031,6.998035806247328,1.499165151380694,0.0534170860287407,0.9883742744792668
579,6.663291056275726,1.3594486134037762,0.0867214815917159,0.97428896521278
1055,6.856796187450809,1.3751367713708065,0.1025657700596798,0.9663360997520504
91,6.6784387243170125,1.342652725542991,0.0397747644338198,0.9872552654645784
49,6.724230193346964,1.304405287584964,0.0815538096585243,0.9693836049213538
828,6.489380303018184,1.063785995287866,0.0313617611282618,0.9888143813198964
945,6.594895380805584,1.447700212782382,0.0633918966933592,0.9828887013123462
669,6.798577037364952,1.2693856294919048,0.0380935809637138,0.9862511923185096
334,6.400665979816178,1.4506110303544406,0.0805161181678977,0.9853233981996848
736,6.455650336159345,1.3574612731348032,0.0655733101943592,0.9884716360601918
322,6.610486132620154,1.2291575073713878,0.0519925711955946,0.9875109617566744
187,6.390783686430917,1.1458640717202944,0.0337016984713315,0.9861969021507404
426,7.048947886150599,1.999324885349086,0.0974811076741229,0.9856643669446936
826,6.712063424027727,1.2743919206205172,0.0410879850856031,0.9893135007949148
667,6.468262966742747,1.221241887931123,0.0571470146509743,0.9797711175898044
671,6.033500599096417,1.5396031595519892,0.0849573287893732,0.9714264418383316
830,6.545901054740389,1.5576716575692882,0.0901126551920494,0.9851877143310886
47,6.501530523237768,1.3583062345286545,0.053090164256616,0.9841545297538016
561,6.457219689907151,1.265491443075616,0.0609486904869206,0.9902267771683138
577,6.730764583144368,1.755917670291011,0.1073380211584708,0.982194958356474
175,6.553866832519451,1.237868366018743,0.039374607374374,0.986394339746692
89,6.8866156469509665,1.425251993855566,0.058089375858907,0.9864404646579374
1083,6.750323745372709,1.317678894074449,0.0434407535102181,0.9902526333618856
428,5.534198826317952,0.6866447604566653,0.0594802068900513,0.9616607978373696
1104,6.838993812395186,1.4405253593080092,0.0577141856761669,0.984657055270104
1112,6.80522563987729,1.3846318199445395,0.0683001699463871,0.9763226339972576
241,6.575274698953125,1.553782418246968,0.0887159107743432,0.9863561648015248
979,6.41171433918402,1.4189329147935326,0.0772924768044679,0.9849008137208076
738,6.800200992340049,1.4188849204210603,0.0504849249349874,0.9892547291849284
784,6.416420072524348,1.2671600178967672,0.0510773000198346,0.9919188371652072
386,6.582227309933077,1.6237835526417046,0.0962816335889255,0.9840111544728968
348,6.405624033571883,1.4146508372571214,0.0798606229479751,0.9865325539658958
792,6.565887940531752,1.3602253361149832,0.0669009079145125,0.9870896756798084
482,7.046486011549153,1.3492872827794318,0.0423485208788078,0.989382092344984
537,5.726149979344432,1.10902422543709,0.0444041172977637,0.9831285281135572
494,6.571533676427725,1.3590114621797214,0.0638277202471376,0.988411467817527
111,6.930502078874859,1.3610595709395452,0.0354008090307387,0.9938012172897732
35,6.919165307579965,1.4289058752401715,0.0841351855812588,0.9741557679866074
23,6.649315724011583,1.3822164808518371,0.0695660684568431,0.9862706260617976
1029,6.994711881357711,2.058838546918207,0.1107108117214666,0.9846219275862828
107,6.587777560232336,1.4138263245484133,0.0664445467783117,0.989213675549735
854,6.916528386037969,1.4806124703569292,0.0666565577898218,0.981550159073793
217,6.942643142494272,1.476260224782023,0.0546369737281902,0.9812136292670468
615,6.402956228210755,1.31169669325257,0.0593305468808484,0.9864298685283898
201,6.594982687432374,1.3360669615224685,0.0596291067719174,0.9885977070588796
493,6.56177293265923,1.393579949704414,0.0680113297203084,0.988769545506384
485,6.805840134228468,1.4609892827847122,0.058686200355597,0.9862667561611952
132,5.914963573236895,1.0041315118877252,0.0504637039796884,0.9708244555053464
795,6.546087998388421,1.581090390276362,0.0948522718747868,0.9837852457264452
620,6.564157190109934,1.1877852743444333,0.0588554095073184,0.973343248926646
359,6.733857781348411,1.4133382576204263,0.090552999745164,0.9642194605476936
381,6.255063344350355,1.051759289512732,0.0395528947789463,0.9833455241087532
783,6.523504311257399,1.1821146482561042,0.0467319118746774,0.987928488306757
206,6.00775844416615,0.9285637927496438,0.0448273221129498,0.9729087547318642
853,6.082738858219998,1.25683901097045,0.0713310303261886,0.9874352747273704
210,6.553348947507138,1.056734428153114,0.0260849661178872,0.9919963761997764
24,6.554492583262088,1.3359671933409858,0.0620646324754675,0.98820739580998
100,6.524867835287879,1.3495558640658938,0.0642961738192811,0.9876124781722814
514,6.101615165863201,1.2282319889709656,0.0377156874512508,0.9858742330018132
116,6.372687453348008,1.1876365181837527,0.0533376719861094,0.9784864995651996
32,6.363787798528055,1.1777984300458042,0.0363261010246798,0.987476196280118
172,5.440076024636565,1.1121501575671142,0.0519296570698628,0.97760852419764
570,6.7865569580475995,1.574872928079382,0.0907334351313811,0.9827280814204624
566,6.88154144735087,1.3343353905573414,0.0580416348052316,0.98423278050827
40,6.318622682513672,1.7000037133516808,0.1205882327353297,0.9789959824390017
1092,6.489483831310698,1.4239537317657491,0.0808841364166647,0.9792146193237048
98,5.437638685750475,1.2718401884717778,0.0629927948072877,0.9815056941901522
837,6.489594055631216,1.6534791870101633,0.0988146111704917,0.9849416656619918
676,6.584601001522024,1.3329099627613608,0.0644414962635583,0.9888473208690776
660,6.5075621418715,1.2168885009994583,0.0622665147609158,0.9751374232532104
994,6.636076549112922,1.6911655182422816,0.0923250775394498,0.9819856801664294
821,6.817638742805163,1.3304115324095165,0.0405870052979708,0.9934346394101126
968,6.478219642265028,1.3574661589344266,0.062859101251071,0.989625134275321
729,6.837964099771418,1.376725603107009,0.0356188864119635,0.9915913222825034
156,6.625032742148229,1.4105453445977334,0.0926393299272452,0.9618746277978064
439,6.484275177620865,1.4357999297476975,0.0764220053707227,0.986396141523554
554,6.607330256618652,1.1750217814559751,0.0291484788339503,0.993030173357644
1115,7.069490641322358,1.425880382232627,0.0438333498104088,0.9917827652785268
1103,6.865946744903532,1.3443035897642166,0.0529733077657698,0.9812506331597868
96,5.420950350166386,0.8073439328630079,0.0532591632208702,0.971254662412076
58,6.8905356429626154,1.3789418472236357,0.0378026023348968,0.9900758538591182
1060,6.444657019761456,1.1493454258292684,0.056235329133513,0.9839711154142986
421,5.9761604893532105,1.357933202862585,0.0569945880041387,0.986469726933856
325,6.4581034958635035,1.384096608755708,0.0696629775581789,0.9876086895794952
966,6.464598800557951,1.4273383269940534,0.0842115000165898,0.978308743624016
290,6.48896292526435,1.1795365641776765,0.0668205804069008,0.9759856751022444
731,6.169705589574527,1.415694063641164,0.1006700441511622,0.9778518023359782
333,6.304988393595195,1.098815416530893,0.0731521487949052,0.9628928576002131
914,6.752930935110515,1.3089962590393267,0.0558394692051121,0.9847356141832412
357,6.898389718218626,1.4012693741759712,0.0828915486208096,0.9723644736572
755,6.819190820057393,1.4230714789469474,0.0684308412221085,0.9782326344428826
743,6.490555468856225,1.4863520066795053,0.0886167888266077,0.9821627359893212
399,6.049704667096295,1.4865730756494386,0.0719997207297317,0.9748987308631836
902,5.495751506271274,1.089380082949718,0.0351261622143371,0.9870092454438574
453,6.866346246407677,1.3120280517300764,0.1199059694629127,0.948851830804746
445,6.714350389252465,1.376858432693721,0.0894408973952039,0.9734454750601056
1036,6.28366346946597,1.51781116052897,0.0872693421871713,0.9844793171704675
118,6.963190138253626,1.4974822834723065,0.0626324170364857,0.9827466073204456
1020,6.416272616927617,1.3418531712756416,0.068937824145487,0.9802866688188804
885,7.038406448812001,1.35498022377327,0.0277576745698843,0.9946460527845696
208,6.285077025974487,1.3397574609969145,0.0754718489934211,0.9848326738763358
