cycle,component,fwhm,rise_time,decay_time,rise_decay_symmetry,sharpness
139,s,5.0,1.0,4.0,0.2,-1.8412335985593091
139,t,,,,,
140,p,,,,,
140,q,2.0,1.0,1.0,0.5,0.8609907109609495
140,r,,,,,
140,s,12.0,2.0,10.0,0.16666666666666666,-3.475623034623188
140,t,,,,,
141,p,,,,,
141,q,4.0,1.0,3.0,0.25,-0.7427974680311975
141,r,,,,,
141,s,2.0,1.0,1.0,0.5,-1.2638808375618233
141,t,,,,,
142,p,,,,,
142,q,4.0,1.0,3.0,0.25,-0.993530457680728
142,r,,,,,
142,s,2.0,1.0,1.0,0.5,-1.2079678013190807
142,t,,,,,
143,p,,,,,
143,q,3.0,1.0,2.0,0.3333333333333333,9.683755009655442
143,r,,,,,
143,s,3.0,2.0,1.0,0.6666666666666666,2.126941858058005
143,t,,,,,
144,p,,,,,
144,q,5.0,3.0,2.0,0.6,-0.7300245150427227
144,r,,,,,
144,s,3.0,2.0,1.0,0.6666666666666666,-1.237260907129545
144,t,,,,,
145,p,,,,,
145,q,2.0,1.0,1.0,0.5,-0.7606831762155621
145,r,,,,,
145,s,6.0,1.0,5.0,0.16666666666666666,-6.194131252060694
145,t,,,,,
146,p,,,,,
146,q,2.0,1.0,1.0,0.5,-0.59491973239012
146,r,,,,,
146,s,2.0,1.0,1.0,0.5,-0.9411847572915263
146,t,,,,,
147,p,,,,,
147,q,8.0,2.0,6.0,0.25,-1.522284466998421
147,r,,,,,
147,s,5.0,2.0,3.0,0.4,-1.3953289820212171
147,t,,,,,
148,p,,,,,
148,q,2.0,1.0,1.0,0.5,1.9198338760458504
148,r,,,,,
148,s,2.0,1.0,1.0,0.5,1.9198338760458504
148,t,,,,,
149,p,,,,,
149,q,3.0,2.0,1.0,0.6666666666666666,-1.3386536184564914
149,r,,,,,
149,s,4.0,3.0,1.0,0.75,-2.5209743441784047
149,t,,,,,
150,p,,,,,
150,q,3.0,2.0,1.0,0.6666666666666666,-1.2903132876838188
150,r,,,,,
150,s,22.0,19.0,3.0,0.8636363636363636,-7.111339570029268
150,t,,,,,
151,p,,,,,
151,q,3.0,1.0,2.0,0.3333333333333333,2.1601868664106942
151,r,,,,,
151,s,3.0,2.0,1.0,0.6666666666666666,-1.4355395272759508
151,t,,,,,
152,p,,,,,
152,q,3.0,1.0,2.0,0.3333333333333333,-0.6336455974154275
152,r,,,,,
152,s,10.0,3.0,7.0,0.3,-2.4293895892802757
152,t,,,,,
153,p,,,,,
153,q,13.0,7.0,6.0,0.5384615384615384,-4.081936919250976
153,r,,,,,
153,s,2.0,1.0,1.0,0.5,-0.4429650720729276
153,t,,,,,
154,p,,,,,
154,q,2.0,1.0,1.0,0.5,0.5878403554161574
154,r,,,,,
154,s,2.0,1.0,1.0,0.5,15.155529664008471
154,t,,,,,
155,p,,,,,
155,q,3.0,1.0,2.0,0.3333333333333333,2.9992600831633505
155,r,,,,,
155,s,6.0,3.0,3.0,0.5,-0.5959018845004626
155,t,,,,,
156,p,,,,,
156,q,2.0,1.0,1.0,0.5,-2.711273224632355
156,r,,,,,
156,s,3.0,2.0,1.0,0.6666666666666666,-0.4220666890624955
156,t,,,,,
157,p,,,,,
157,q,7.0,2.0,5.0,0.2857142857142857,-1.6476234743858782
157,r,,,,,
157,s,10.0,3.0,7.0,0.3,-9.831031491436528
157,t,,,,,
158,p,,,,,
158,q,4.0,3.0,1.0,0.75,-5.65498700721792
158,r,,,,,
158,s,2.0,1.0,1.0,0.5,-0.5022300160144216
158,t,,,,,
159,p,,,,,
159,q,4.0,2.0,2.0,0.5,-8.199154815166693
159,r,,,,,
159,s,2.0,1.0,1.0,0.5,4.695846098604469
159,t,,,,,
160,p,,,,,
160,q,3.0,2.0,1.0,0.6666666666666666,-0.829371758585613
160,r,,,,,
160,s,8.0,3.0,5.0,0.375,-7.349080100399135
160,t,,,,,
161,p,,,,,
161,q,3.0,2.0,1.0,0.6666666666666666,-1.7269446892096287
161,r,,,,,
161,s,5.0,2.0,3.0,0.4,-0.4619848316604127
161,t,,,,,
162,p,,,,,
162,q,4.0,3.0,1.0,0.75,-1.5253195414935263
162,r,,,,,
162,s,4.0,2.0,2.0,0.5,-3.1573065351713727
162,t,,,,,
163,p,,,,,
163,q,9.0,4.0,5.0,0.4444444444444444,-1.5699514762882831
163,r,,,,,
163,s,2.0,1.0,1.0,0.5,1.6937611847331768
163,t,,,,,
164,p,,,,,
164,q,9.0,8.0,1.0,0.8888888888888888,-1.2516800563921253
164,r,,,,,
164,s,4.0,3.0,1.0,0.75,-4.674618887649403
164,t,,,,,
165,p,,,,,
165,q,8.0,2.0,6.0,0.25,-0.9330106616505728
165,r,,,,,
165,s,3.0,2.0,1.0,0.6666666666666666,-0.5659676993270933
165,t,,,,,
166,p,,,,,
166,q,2.0,1.0,1.0,0.5,0.7882184272026501
166,r,,,,,
166,s,2.0,1.0,1.0,0.5,3.825460900145798
166,t,,,,,
167,p,,,,,
167,q,5.0,2.0,3.0,0.4,-0.844113490964263
167,r,,,,,
167,s,5.0,3.0,2.0,0.6,-0.5363333034985055
167,t,,,,,
168,p,,,,,
168,q,4.0,1.0,3.0,0.25,-19.7183922428432
168,r,,,,,
168,s,2.0,1.0,1.0,0.5,-1.2282605709245047
168,t,,,,,
169,p,,,,,
169,q,2.0,1.0,1.0,0.5,-2.760727802647416
169,r,,,,,
169,s,4.0,2.0,2.0,0.5,-0.876634736150488
169,t,,,,,
170,p,,,,,
170,q,3.0,2.0,1.0,0.6666666666666666,3.7378961122542584
170,r,,,,,
170,s,3.0,1.0,2.0,0.3333333333333333,1.5332422948937714
170,t,,,,,
171,p,,,,,
171,q,4.0,3.0,1.0,0.75,-0.6051208039860922
171,r,,,,,
171,s,2.0,1.0,1.0,0.5,0.9296586613062612
171,t,,,,,
172,p,,,,,
172,q,12.0,11.0,1.0,0.9166666666666666,-4.274024149696525
172,r,,,,,
172,s,2.0,1.0,1.0,0.5,5.596170584926018
172,t,,,,,
173,p,,,,,
173,q,2.0,1.0,1.0,0.5,-0.9730761486282263
173,r,,,,,
173,s,4.0,3.0,1.0,0.75,51.4262974269472
173,t,,,,,
174,p,,,,,
174,q,2.0,1.0,1.0,0.5,7.899191881015526
174,r,,,,,
174,s,8.0,1.0,7.0,0.125,-4.276187326189781
174,t,,,,,
175,p,,,,,
175,q,8.0,6.0,2.0,0.75,-1.2409349401880418
175,r,,,,,
175,s,3.0,2.0,1.0,0.6666666666666666,-0.5197120260096284
175,t,,,,,
176,p,,,,,
176,q,3.0,2.0,1.0,0.6666666666666666,-0.8844745290652715
176,r,,,,,
176,s,3.0,1.0,2.0,0.3333333333333333,-0.3591913955345067
176,t,,,,,
177,p,,,,,
177,q,4.0,2.0,2.0,0.5,-10.140060347466763
177,r,,,,,
177,s,2.0,1.0,1.0,0.5,11.417096314658846
177,t,,,,,
178,p,,,,,
178,q,2.0,1.0,1.0,0.5,1.2204290274060925
178,r,,,,,
178,s,2.0,1.0,1.0,0.5,-0.9781251677847175
178,t,,,,,
179,p,,,,,
179,q,15.0,12.0,3.0,0.8,-7.758699721779917
179,r,,,,,
179,s,12.0,9.0,3.0,0.75,-3.855428931980362
179,t,,,,,
180,p,,,,,
180,q,6.0,2.0,4.0,0.3333333333333333,-0.9780970646248891
180,r,,,,,
180,s,2.0,1.0,1.0,0.5,-0.8559190132482531
180,t,,,,,
181,p,,,,,
181,q,9.0,6.0,3.0,0.6666666666666666,-0.9592178781186991
181,r,,,,,
181,s,2.0,1.0,1.0,0.5,3.376568129854953
181,t,,,,,
182,p,,,,,
182,q,3.0,1.0,2.0,0.3333333333333333,-1.8876381813700467
182,r,,,,,
182,s,6.0,4.0,2.0,0.6666666666666666,8.054656302192354
182,t,,,,,
183,p,,,,,
183,q,4.0,3.0,1.0,0.75,-1.3840784303447835
183,r,,,,,
183,s,9.0,3.0,6.0,0.3333333333333333,-1.1345448761063668
183,t,,,,,
184,p,,,,,
184,q,5.0,1.0,4.0,0.2,-0.6409263260601573
184,r,,,,,
184,s,5.0,3.0,2.0,0.6,-0.638716489053662
184,t,,,,,
185,p,,,,,
185,q,3.0,2.0,1.0,0.6666666666666666,-0.792608170330398
185,r,,,,,
185,s,3.0,1.0,2.0,0.3333333333333333,-1.0577618955629267
185,t,,,,,
186,p,,,,,
186,q,5.0,4.0,1.0,0.8,-1.3177383362937818
186,r,,,,,
186,s,2.0,1.0,1.0,0.5,-2.0491608748405423
186,t,,,,,
187,p,,,,,
187,q,7.0,4.0,3.0,0.5714285714285714,-1.7996385655011118
187,r,,,,,
187,s,2.0,1.0,1.0,0.5,-1.2133904657392909
187,t,,,,,
188,p,,,,,
188,q,2.0,1.0,1.0,0.5,27.72666312911789
188,r,,,,,
188,s,5.0,3.0,2.0,0.6,-17.90074221560652
188,t,,,,,
189,p,,,,,
189,q,4.0,3.0,1.0,0.75,-0.8273986591670753
189,r,,,,,
189,s,3.0,1.0,2.0,0.3333333333333333,-1.2832536600225284
189,t,,,,,
190,p,,,,,
190,q,3.0,1.0,2.0,0.3333333333333333,2.917675166736731
190,r,,,,,
190,s,2.0,1.0,1.0,0.5,-0.9673213325196921
190,t,,,,,
191,p,,,,,
191,q,2.0,1.0,1.0,0.5,-10.599437228154548
191,r,,,,,
191,s,2.0,1.0,1.0,0.5,1.312731289400797
191,t,,,,,
192,p,,,,,
192,q,4.0,2.0,2.0,0.5,5.678159568966215
192,r,,,,,
192,s,2.0,1.0,1.0,0.5,-0.6811256940326941
192,t,,,,,
193,p,,,,,
193,q,14.0,11.0,3.0,0.7857142857142857,-2.4117726314822616
193,r,,,,,
193,s,2.0,1.0,1.0,0.5,-0.7678274441826849
193,t,,,,,
194,p,,,,,
194,q,2.0,1.0,1.0,0.5,-0.9239840441548701
194,r,,,,,
194,s,9.0,1.0,8.0,0.1111111111111111,-0.7523614157328021
194,t,,,,,
195,p,,,,,
195,q,3.0,2.0,1.0,0.6666666666666666,1.1007719901946964
195,r,,,,,
195,s,3.0,2.0,1.0,0.6666666666666666,-0.4453114225497438
195,t,,,,,
196,p,,,,,
196,q,3.0,1.0,2.0,0.3333333333333333,-1.3640159751813403
196,r,,,,,
196,s,2.0,1.0,1.0,0.5,7.096578884628417
196,t,,,,,
197,p,,,,,
197,q,2.0,1.0,1.0,0.5,-0.7738446837759733
197,r,,,,,
197,s,2.0,1.0,1.0,0.5,2.4505258277411186
197,t,,,,,
198,p,,,,,
198,q,4.0,2.0,2.0,0.5,-0.6456482132316613
198,r,,,,,
198,s,7.0,2.0,5.0,0.2857142857142857,-0.7227900803075747
198,t,,,,,
199,p,,,,,
199,q,3.0,2.0,1.0,0.6666666666666666,1.9572224649845213
199,r,,,,,
199,s,2.0,1.0,1.0,0.5,4.215597457310498
199,t,,,,,
200,p,,,,,
200,q,3.0,1.0,2.0,0.3333333333333333,4.765310612908103
200,r,,,,,
200,s,4.0,2.0,2.0,0.5,-1.9810966451631407
200,t,,,,,
201,p,,,,,
201,q,3.0,2.0,1.0,0.6666666666666666,4.8119568292383175
201,r,,,,,
201,s,2.0,1.0,1.0,0.5,-0.8179812148461388
201,t,,,,,
202,p,,,,,
202,q,2.0,1.0,1.0,0.5,-3.517825288453965
202,r,,,,,
202,s,2.0,1.0,1.0,0.5,0.875981985174469
202,t,,,,,
203,p,,,,,
203,q,8.0,6.0,2.0,0.75,-2.662668995652743
203,r,,,,,
203,s,2.0,1.0,1.0,0.5,0.38482047079517717
203,t,,,,,
204,p,,,,,
204,q,2.0,1.0,1.0,0.5,-0.9914262188521739
204,r,,,,,
204,s,5.0,2.0,3.0,0.4,-2.040176186914253
204,t,,,,,
205,p,,,,,
205,q,2.0,1.0,1.0,0.5,-0.5680099291362207
205,r,,,,,
205,s,2.0,1.0,1.0,0.5,-0.7030197146928012
205,t,,,,,
206,p,,,,,
206,q,3.0,1.0,2.0,0.3333333333333333,-1.996535007177701
206,r,,,,,
206,s,3.0,1.0,2.0,0.3333333333333333,-5.153883934067021
206,t,,,,,
207,p,,,,,
207,q,3.0,1.0,2.0,0.3333333333333333,-1.0891276903445581
207,r,,,,,
207,s,7.0,1.0,6.0,0.14285714285714285,-1.412845496037163
207,t,,,,,
208,p,,,,,
208,q,4.0,3.0,1.0,0.75,-3.8378695111191137
208,r,,,,,
208,s,3.0,1.0,2.0,0.3333333333333333,-0.808931790346949
208,t,,,,,
209,p,,,,,
209,q,3.0,1.0,2.0,0.3333333333333333,-1.083129299993169
209,r,,,,,
209,s,5.0,2.0,3.0,0.4,-2.111786772273578
209,t,,,,,
210,p,,,,,
210,q,3.0,1.0,2.0,0.3333333333333333,16.909663505430167
210,r,,,,,
210,s,3.0,1.0,2.0,0.3333333333333333,-0.9794434701205428
210,t,,,,,
211,p,,,,,
211,q,3.0,1.0,2.0,0.3333333333333333,-1.5089761169247562
211,r,,,,,
211,s,2.0,1.0,1.0,0.5,-0.7027027688501849
211,t,,,,,
212,p,,,,,
212,q,5.0,1.0,4.0,0.2,-1.7772623049311036
212,r,,,,,
212,s,2.0,1.0,1.0,0.5,-0.9751124971447205
212,t,,,,,
213,p,,,,,
213,q,6.0,5.0,1.0,0.8333333333333334,-0.708611758127316
213,r,,,,,
213,s,4.0,1.0,3.0,0.25,-22.055421436272994
213,t,,,,,
214,p,,,,,
214,q,4.0,2.0,2.0,0.5,-0.9469209172381311
214,r,,,,,
214,s,4.0,1.0,3.0,0.25,6.2089164542172695
214,t,,,,,
215,p,,,,,
215,q,4.0,3.0,1.0,0.75,-3.2070654279508126
215,r,,,,,
215,s,2.0,1.0,1.0,0.5,-1.5027232427138182
215,t,,,,,
216,p,,,,,
216,q,3.0,2.0,1.0,0.6666666666666666,-1.0818647658701803
216,r,,,,,
216,s,2.0,1.0,1.0,0.5,-0.4814828625882275
216,t,,,,,
217,p,,,,,
217,q,5.0,3.0,2.0,0.6,-1.0795181238341964
217,r,,,,,
217,s,3.0,1.0,2.0,0.3333333333333333,-0.8036884254194706
217,t,,,,,
218,p,,,,,
218,q,3.0,1.0,2.0,0.3333333333333333,-0.8544084787434302
218,r,,,,,
218,s,2.0,1.0,1.0,0.5,8.335549827987792
218,t,,,,,
219,p,,,,,
219,q,2.0,1.0,1.0,0.5,-1.070527322771123
219,r,,,,,
219,s,7.0,4.0,3.0,0.5714285714285714,-1.6446573713244192
219,t,,,,,
220,p,,,,,
220,q,3.0,1.0,2.0,0.3333333333333333,-0.46765161743941097
220,r,,,,,
220,s,5.0,3.0,2.0,0.6,-0.7017188771110721
220,t,,,,,
221,p,,,,,
221,q,2.0,1.0,1.0,0.5,0.6942957712623022
221,r,,,,,
221,s,2.0,1.0,1.0,0.5,19.651641194933827
221,t,,,,,
222,p,,,,,
222,q,2.0,1.0,1.0,0.5,0.6580012419379218
222,r,,,,,
222,s,9.0,6.0,3.0,0.6666666666666666,-3.135409298691416
222,t,,,,,
223,p,,,,,
223,q,2.0,1.0,1.0,0.5,-1.2185611876902933
223,r,,,,,
223,s,2.0,1.0,1.0,0.5,-0.707574812633454
223,t,,,,,
224,p,,,,,
224,q,2.0,1.0,1.0,0.5,-1.106221369680198
224,r,,,,,
224,s,2.0,1.0,1.0,0.5,1.0531302136116443
224,t,,,,,
225,p,,,,,
225,q,3.0,2.0,1.0,0.6666666666666666,1.5276426976309108
225,r,,,,,
225,s,7.0,2.0,5.0,0.2857142857142857,-1.104169258995502
225,t,,,,,
226,p,,,,,
226,q,6.0,2.0,4.0,0.3333333333333333,-2.1364568125954086
226,r,,,,,
226,s,3.0,2.0,1.0,0.6666666666666666,25.171538785810448
226,t,,,,,
227,p,,,,,
227,q,6.0,5.0,1.0,0.8333333333333334,-0.8835530505781666
227,r,,,,,
227,s,2.0,1.0,1.0,0.5,-1.2915024850310595
227,t,,,,,
228,p,,,,,
228,q,4.0,1.0,3.0,0.25,-0.8385208397411756
228,r,,,,,
228,s,2.0,1.0,1.0,0.5,2.2847481337541473
228,t,,,,,
229,p,,,,,
229,q,2.0,1.0,1.0,0.5,-2.1613495858107004
229,r,,,,,
229,s,3.0,1.0,2.0,0.3333333333333333,18.78697060990412
229,t,,,,,
230,p,,,,,
230,q,2.0,1.0,1.0,0.5,-2.3419454637787487
230,r,,,,,
230,s,7.0,3.0,4.0,0.42857142857142855,-3.030658278269177
230,t,,,,,
231,p,,,,,
231,q,2.0,1.0,1.0,0.5,1.36902789237947
231,r,,,,,
231,s,2.0,1.0,1.0,0.5,0.7970771860444815
231,t,,,,,
232,p,,,,,
232,q,2.0,1.0,1.0,0.5,1.2771907289623026
232,r,,,,,
232,s,4.0,2.0,2.0,0.5,-6.849268644276366
232,t,,,,,
233,p,,,,,
233,q,7.0,3.0,4.0,0.42857142857142855,-1.943785199248254
233,r,,,,,
233,s,5.0,4.0,1.0,0.8,-50.40031995081647
233,t,,,,,
234,p,,,,,
234,q,9.0,2.0,7.0,0.2222222222222222,-0.7927649455110904
234,r,,,,,
234,s,4.0,3.0,1.0,0.75,-0.5664349350102593
234,t,,,,,
235,p,,,,,
235,q,4.0,2.0,2.0,0.5,-0.9069571531218198
235,r,,,,,
235,s,3.0,2.0,1.0,0.6666666666666666,-0.8626679262098228
235,t,,,,,
236,p,,,,,
236,q,10.0,9.0,1.0,0.9,-1.304846692158144
236,r,,,,,
236,s,3.0,2.0,1.0,0.6666666666666666,-1.598086205297584
236,t,,,,,
237,p,,,,,
237,q,3.0,2.0,1.0,0.6666666666666666,-0.9017506966047658
237,r,,,,,
237,s,2.0,1.0,1.0,0.5,-0.6272813138797029
237,t,,,,,
238,p,,,,,
238,q,7.0,6.0,1.0,0.8571428571428571,-1.1200727908462442
238,r,,,,,
238,s,2.0,1.0,1.0,0.5,-0.6884223073398477
238,t,,,,,
239,p,,,,,
239,q,2.0,1.0,1.0,0.5,10.114843765693411
239,r,,,,,
239,s,2.0,1.0,1.0,0.5,2.1221545528715637
239,t,,,,,
240,p,,,,,
240,q,2.0,1.0,1.0,0.5,0.8269823671511497
240,r,,,,,
240,s,2.0,1.0,1.0,0.5,-0.7174316581404405
240,t,,,,,
241,p,,,,,
241,q,8.0,4.0,4.0,0.5,-0.7556114123358934
241,r,,,,,
241,s,2.0,1.0,1.0,0.5,8.04023370937082
241,t,,,,,
242,p,,,,,
242,q,2.0,1.0,1.0,0.5,-0.6924558924525073
242,r,,,,,
242,s,2.0,1.0,1.0,0.5,25.590661977018883
242,t,,,,,
243,p,,,,,
243,q,3.0,2.0,1.0,0.6666666666666666,-0.9494905874557792
243,r,,,,,
243,s,2.0,1.0,1.0,0.5,-0.6652541250434993
243,t,,,,,
244,p,,,,,
244,q,4.0,3.0,1.0,0.75,-0.8534999417080249
244,r,,,,,
244,s,2.0,1.0,1.0,0.5,-7.003059840681349
244,t,,,,,
245,p,,,,,
245,q,2.0,1.0,1.0,0.5,-0.4739699685387804
245,r,,,,,
245,s,2.0,1.0,1.0,0.5,-2.5133011947970054
245,t,,,,,
246,p,,,,,
246,q,2.0,1.0,1.0,0.5,-0.5948431576849762
246,r,,,,,
246,s,6.0,3.0,3.0,0.5,-0.8552061760445602
246,t,,,,,
247,p,,,,,
247,q,3.0,2.0,1.0,0.6666666666666666,-0.6142181338493415
247,r,,,,,
247,s,5.0,3.0,2.0,0.6,-21.796442114618184
247,t,,,,,
248,p,,,,,
248,q,6.0,4.0,2.0,0.6666666666666666,-1.176719970928126
248,r,,,,,
248,s,15.0,8.0,7.0,0.5333333333333333,-2.1209718627701037
248,t,,,,,
249,p,,,,,
249,q,3.0,1.0,2.0,0.3333333333333333,-1.0917665639033063
249,r,,,,,
249,s,6.0,1.0,5.0,0.16666666666666666,5.488803290691168
249,t,,,,,
250,p,,,,,
250,q,3.0,2.0,1.0,0.6666666666666666,-1.715573722215799
250,r,,,,,
250,s,4.0,3.0,1.0,0.75,-1.6919538923446957
250,t,,,,,
251,p,,,,,
251,q,3.0,2.0,1.0,0.6666666666666666,12.72651249908534
251,r,,,,,
251,s,3.0,2.0,1.0,0.6666666666666666,-0.782982547115335
251,t,,,,,
252,p,,,,,
252,q,2.0,1.0,1.0,0.5,1.6804074711841896
252,r,,,,,
252,s,14.0,2.0,12.0,0.14285714285714285,-1.108151887305314
252,t,,,,,
253,p,,,,,
253,q,5.0,2.0,3.0,0.4,-5.326751703506037
253,r,,,,,
253,s,3.0,1.0,2.0,0.3333333333333333,-3.6696515386850446
253,t,,,,,
254,p,,,,,
254,q,2.0,1.0,1.0,0.5,-1.2842441811149619
254,r,,,,,
254,s,2.0,1.0,1.0,0.5,-0.6573892740745858
254,t,,,,,
255,p,,,,,
255,q,4.0,2.0,2.0,0.5,-0.5554775556400414
255,r,,,,,
255,s,5.0,1.0,4.0,0.2,-1.8837740991231244
255,t,,,,,
256,p,,,,,
256,q,2.0,1.0,1.0,0.5,-0.5288583246887286
256,r,,,,,
256,s,3.0,2.0,1.0,0.6666666666666666,4.664898314163826
256,t,,,,,
257,p,,,,,
257,q,2.0,1.0,1.0,0.5,-1.425471613924721
257,r,,,,,
257,s,11.0,8.0,3.0,0.7272727272727273,-1.1012606819527642
257,t,,,,,
258,p,,,,,
258,q,3.0,2.0,1.0,0.6666666666666666,-0.7524393361451032
258,r,,,,,
258,s,2.0,1.0,1.0,0.5,2.0063739879379288
258,t,,,,,
259,p,,,,,
259,q,6.0,3.0,3.0,0.5,-16.525648911351762
259,r,,,,,
259,s,5.0,4.0,1.0,0.8,-40.79942637334875
259,t,,,,,
260,p,,,,,
260,q,2.0,1.0,1.0,0.5,1.2698312221951606
260,r,,,,,
260,s,2.0,1.0,1.0,0.5,0.8959657884882435
260,t,,,,,
261,p,,,,,
261,q,2.0,1.0,1.0,0.5,-0.5425012630929263
261,r,,,,,
261,s,2.0,1.0,1.0,0.5,0.6231377328669921
261,t,,,,,
262,p,,,,,
262,q,2.0,1.0,1.0,0.5,-1.5018239739377084
262,r,,,,,
262,s,5.0,1.0,4.0,0.2,-1.3178386546948109
262,t,,,,,
263,p,,,,,
263,q,3.0,2.0,1.0,0.6666666666666666,-0.747219796689154
263,r,,,,,
263,s,3.0,2.0,1.0,0.6666666666666666,-0.41415141302293385
263,t,,,,,
264,p,,,,,
264,q,3.0,1.0,2.0,0.3333333333333333,-0.9081333302334622
264,r,,,,,
264,s,6.0,3.0,3.0,0.5,-3.8816568835772407
264,t,,,,,
265,p,,,,,
265,q,9.0,4.0,5.0,0.4444444444444444,-9.173253362704198
265,r,,,,,
265,s,2.0,1.0,1.0,0.5,0.8699574572178216
265,t,,,,,
266,p,,,,,
266,q,5.0,2.0,3.0,0.4,-1.0018539756674267
266,r,,,,,
266,s,3.0,1.0,2.0,0.3333333333333333,17.877038627995997
266,t,,,,,
267,p,,,,,
267,q,4.0,2.0,2.0,0.5,-2.2160137356775484
267,r,,,,,
267,s,4.0,2.0,2.0,0.5,-0.9272101952486541
267,t,,,,,
268,p,,,,,
268,q,5.0,2.0,3.0,0.4,-1.0572499629458019
268,r,,,,,
268,s,7.0,6.0,1.0,0.8571428571428571,-3.131683459215617
268,t,,,,,
269,p,,,,,
269,q,2.0,1.0,1.0,0.5,-4.619974491279381
269,r,,,,,
269,s,3.0,1.0,2.0,0.3333333333333333,-2.306540518105457
269,t,,,,,
270,p,,,,,
270,q,2.0,1.0,1.0,0.5,-2.1506583402652697
270,r,,,,,
270,s,3.0,1.0,2.0,0.3333333333333333,-0.6199706901691746
270,t,,,,,
271,p,,,,,
271,q,5.0,3.0,2.0,0.6,-1.1678240668952906
271,r,,,,,
271,s,2.0,1.0,1.0,0.5,3.8021131820464404
271,t,,,,,
272,p,,,,,
272,q,11.0,5.0,6.0,0.45454545454545453,-2.353666632376484
272,r,,,,,
272,s,3.0,1.0,2.0,0.3333333333333333,-0.5828742425470137
272,t,,,,,
273,p,,,,,
273,q,4.0,1.0,3.0,0.25,-0.6243503192801876
273,r,,,,,
273,s,18.0,3.0,15.0,0.16666666666666666,-1.26196919102371
273,t,,,,,
274,p,,,,,
274,q,9.0,7.0,2.0,0.7777777777777778,-0.8752285516909735
274,r,,,,,
274,s,14.0,9.0,5.0,0.6428571428571429,-4.323272184422941
274,t,,,,,
275,p,,,,,
275,q,6.0,5.0,1.0,0.8333333333333334,-2.82524961762518
275,r,,,,,
275,s,2.0,1.0,1.0,0.5,-18.359225769450468
275,t,,,,,
276,p,,,,,
276,q,16.0,14.0,2.0,0.875,-1.7030335099534957
276,r,,,,,
276,s,6.0,5.0,1.0,0.8333333333333334,-0.6174594433626402
276,t,,,,,
